Symbol,Date,Open,High,Low,Close,Volume
GBPEUR,2017-09-09T23:00:00,10975.3,10984.5,10968.2,10975.9,5503
GBPEUR,2017-09-10T23:00:00,10976.0,11019.7,10963.5,11014.1,162272
GBPEUR,2017-09-11T23:00:00,11013.9,11133.6,11010.3,11107.2,180683
GBPEUR,2017-09-12T23:00:00,11106.9,11133.1,11064.5,11110.8,176490
GBPEUR,2017-09-13T23:00:00,11110.6,11279.5,11056.9,11243.7,194876
GBPEUR,2017-09-14T23:00:00,11243.6,11398.0,11235.6,11375.1,188748
GBPEUR,2017-09-16T23:00:00,11368.6,11390.3,11366.4,11372.1,6098
GBPEUR,2017-09-17T23:00:00,11373.1,11392.3,11283.7,11302.1,176300
GBPEUR,2017-09-18T23:00:00,11301.6,11308.9,11238.1,11265.6,185010
GBPEUR,2017-09-19T23:00:00,11264.8,11367.5,11251.9,11358.3,194627
GBPEUR,2017-09-20T23:00:00,11357.1,11385.8,11320.6,11367.3,183843
GBPEUR,2017-09-21T23:00:00,11367.4,11371.1,11255.6,11294.95,174749
GBPEUR,2017-09-23T23:00:00,11321.2,11345.6,11314.5,11326.6,7080
GBPEUR,2017-09-24T23:00:00,11326.7,11396.7,11323.5,11370.7,186637
GBPEUR,2017-09-25T23:00:00,11371.1,11424.0,11364.5,11410.7,178795
GBPEUR,2017-09-26T23:00:00,11410.7,11434.5,11364.8,11407.5,188007
GBPEUR,2017-09-27T23:00:00,11406.7,11416.8,11351.9,11404.1,178903
GBPEUR,2017-09-28T23:00:00,11403.0,11405.9,11310.7,11340.85,162314
GBPEUR,2017-09-30T23:00:00,11336.9,11353.6,11334.7,11342.8,7684
GBPEUR,2017-10-01T23:00:00,11342.9,11362.8,11276.8,11311.3,165866
GBPEUR,2017-10-02T23:00:00,11310.9,11336.1,11260.6,11272.9,161005
GBPEUR,2017-10-03T23:00:00,11272.8,11300.2,11259.6,11260.6,157431
GBPEUR,2017-10-04T23:00:00,11260.4,11268.1,11194.4,11199.8,157382
GBPEUR,2017-10-05T23:00:00,11199.8,11203.3,11121.4,11136.6,163851
GBPEUR,2017-10-07T23:00:00,11162.9,11189.1,11141.2,11144.0,6531
GBPEUR,2017-10-08T23:00:00,11144.1,11229.0,11141.2,11193.8,105950
