Symbol,Date,Open,High,Low,Close,Volume
EURCHF,2017-09-02T23:00:00,11397.7,11426.3,11400.0,11415.6,10624
EURCHF,2017-09-03T23:00:00,11415.85,11430.2,11374.3,11398.35,301977
EURCHF,2017-09-04T23:00:00,11398.3,11422.5,11368.6,11371.9,428642
EURCHF,2017-09-05T23:00:00,11371.7,11423.6,11367.9,11399.0,405916
EURCHF,2017-09-06T23:00:00,11398.9,11483.8,11389.4,11422.6,457533
EURCHF,2017-09-07T23:00:00,11422.9,11435.9,11361.8,11362.7,471953
EURCHF,2017-09-09T23:00:00,11383.6,11402.8,11380.4,11385.4,10355
EURCHF,2017-09-10T23:00:00,11385.5,11438.2,11383.5,11430.2,331233
EURCHF,2017-09-11T23:00:00,11430.7,11501.6,11428.6,11492.5,382956
EURCHF,2017-09-12T23:00:00,11492.4,11514.0,11454.4,11453.6,363578
EURCHF,2017-09-13T23:00:00,11453.5,11531.3,11440.9,11461.2,432911
EURCHF,2017-09-14T23:00:00,11461.1,11501.3,11452.8,11462.85,373811
EURCHF,2017-09-16T23:00:00,11468.2,11480.8,11456.8,11466.3,8295
EURCHF,2017-09-17T23:00:00,11466.0,11505.3,11452.0,11499.0,306794
EURCHF,2017-09-18T23:00:00,11498.8,11565.2,11498.2,11541.9,331217
EURCHF,2017-09-19T23:00:00,11542.1,11559.5,11513.9,11532.1,356485
EURCHF,2017-09-20T23:00:00,11532.3,11606.4,11530.2,11590.85,365056
EURCHF,2017-09-21T23:00:00,11591.1,11625.2,11561.3,11582.2,313129
EURCHF,2017-09-23T23:00:00,11562.85,11585.5,11553.1,11572.7,11490
EURCHF,2017-09-24T23:00:00,11573.0,11592.6,11413.2,11455.3,344302
EURCHF,2017-09-25T23:00:00,11455.5,11489.8,11409.2,11424.1,343084
EURCHF,2017-09-26T23:00:00,11424.1,11461.7,11413.2,11417.5,357301
EURCHF,2017-09-27T23:00:00,11417.0,11475.2,11416.9,11433.3,319530
EURCHF,2017-09-28T23:00:00,11433.5,11469.7,11431.4,11436.75,289373
