Symbol,Date,Open,High,Low,Close,Volume
EURGBP,2017/09/06 00:00:00,9140.6,9165.1,9124.5,9140.1,351787
EURGBP,2017/09/07 00:00:00,9140.2,9204.1,9119.4,9176.5,424717
EURGBP,2017/09/08 00:00:00,9176.6,9204.0,9110.0,9122.25,399003
EURGBP,2017/09/10 00:00:00,9111.4,9123.0,9110.0,9110.9,7849
EURGBP,2017/09/11 00:00:00,9111.0,9123.1,9075.9,9079.3,283757
EURGBP,2017/09/12 00:00:00,9079.5,9084.0,8982.8,9003.25,343293
EURGBP,2017/09/13 00:00:00,9003.4,9039.7,8983.2,9000.3,328187
EURGBP,2017/09/14 00:00:00,9000.4,9051.7,8866.8,8893.9,398232
EURGBP,2017/09/15 00:00:00,8894.0,8902.1,8774.6,8791.15,385233
EURGBP,2017/09/17 00:00:00,8796.2,8808.4,8785.2,8793.4,8515
EURGBP,2017/09/18 00:00:00,8792.5,8863.6,8779.1,8848.0,323922
EURGBP,2017/09/19 00:00:00,8848.2,8900.1,8843.9,8876.6,353388
EURGBP,2017/09/20 00:00:00,8877.3,8889.1,8799.5,8804.3,381987
EURGBP,2017/09/21 00:00:00,8805.1,8834.9,8784.1,8797.2,344217
EURGBP,2017/09/22 00:00:00,8797.3,8887.1,8795.6,8853.55,345343
EURGBP,2017/09/24 00:00:00,8833.0,8841.3,8820.7,8828.7,10923
EURGBP,2017/09/25 00:00:00,8828.6,8833.0,8775.7,8794.6,359601
EURGBP,2017/09/26 00:00:00,8794.2,8801.0,8754.6,8763.75,332776
EURGBP,2017/09/27 00:00:00,8763.6,8800.9,8746.6,8766.2,358338
EURGBP,2017/09/28 00:00:00,8766.3,8810.5,8760.3,8768.8,336236
EURGBP,2017/09/29 00:00:00,8769.6,8842.6,8768.6,8817.7,313763
